SERIALNO,OCCP,AGEP,SEX,RAC1P,HISP,SCHL,STATE,PUMA,ESR,WAGP,COW,WKHP
2023GQ0074766,4760.0,30,2,1,1,13.0,21,300,6.0,17400.0,1.0,25.0
2023GQ0074835,,81,1,1,1,12.0,21,900,6.0,0.0,,
2023GQ0074863,3655.0,19,2,1,1,16.0,21,1702,6.0,8000.0,1.0,40.0
2023GQ0074912,,37,2,2,1,16.0,21,400,6.0,0.0,,
2023GQ0074978,9130.0,42,1,2,1,16.0,21,1100,3.0,24000.0,1.0,40.0
2023GQ0074981,5350.0,17,2,1,1,19.0,21,500,2.0,7000.0,1.0,20.0
2023GQ0075030,,73,2,1,1,11.0,21,1500,6.0,0.0,,
2023GQ0075271,,43,1,2,1,19.0,21,2100,6.0,0.0,,
2023GQ0075274,4850.0,24,1,1,1,21.0,21,900,6.0,8800.0,1.0,30.0
2023GQ0075307,,63,2,1,1,19.0,21,1702,6.0,0.0,,
2023GQ0075326,4220.0,18,1,1,1,16.0,21,1901,6.0,2000.0,1.0,30.0
2023GQ0075399,,93,2,1,1,16.0,21,400,6.0,0.0,,
2023GQ0075401,4720.0,19,2,1,1,18.0,21,1901,6.0,4000.0,1.0,20.0
2023GQ0075406,,18,2,1,1,18.0,21,2100,6.0,0.0,,
2023GQ0075442,4040.0,24,1,9,1,19.0,21,1901,6.0,0.0,1.0,
2023GQ0075545,,77,1,9,1,14.0,21,800,6.0,0.0,,
2023GQ0075728,,73,2,1,1,13.0,21,700,6.0,0.0,,
2023GQ0075813,9620.0,23,1,1,1,16.0,21,2000,6.0,29500.0,1.0,40.0
2023GQ0075904,2350.0,19,2,1,1,19.0,21,100,1.0,1000.0,1.0,10.0
2023GQ0075955,3649.0,20,2,1,1,19.0,21,2700,1.0,6000.0,1.0,40.0
2023GQ0076004,,18,2,1,1,18.0,21,2100,6.0,0.0,,
2023GQ0076007,4055.0,50,2,1,1,16.0,21,900,1.0,9100.0,1.0,35.0
2023GQ0076012,9645.0,41,2,1,1,16.0,21,2400,1.0,9600.0,1.0,40.0
2023GQ0076043,,36,1,1,1,17.0,21,1701,6.0,0.0,,
2023GQ0076082,205.0,19,2,1,1,18.0,21,2700,6.0,0.0,1.0,
2023GQ0076174,3960.0,18,2,1,1,16.0,21,1901,6.0,3000.0,1.0,50.0
2023GQ0076230,9825.0,23,1,1,1,16.0,21,300,4.0,65000.0,5.0,55.0
2023GQ0076287,5240.0,18,2,2,1,18.0,21,2000,3.0,700.0,1.0,35.0
2023GQ0076293,4760.0,19,2,1,1,16.0,21,2200,6.0,14900.0,1.0,30.0
2023GQ0076325,,89,2,1,1,20.0,21,500,6.0,0.0,,
2023GQ0076401,,49,1,1,1,10.0,21,1300,6.0,0.0,,
2023GQ0076417,,15,1,1,1,12.0,21,2800,,0.0,,
2023GQ0076557,1050.0,20,1,2,1,19.0,21,1100,1.0,1600.0,2.0,7.0
2023GQ0076596,,68,2,1,1,16.0,21,100,6.0,0.0,,
2023GQ0076613,4510.0,21,2,2,1,19.0,21,2000,6.0,0.0,6.0,19.0
2023GQ0076628,,72,1,1,1,23.0,21,2000,6.0,0.0,,
2023GQ0076643,6220.0,54,1,1,1,19.0,21,1704,3.0,0.0,7.0,
2023GQ0076648,,83,2,1,1,16.0,21,700,6.0,0.0,,
2023GQ0076718,2545.0,32,1,1,1,19.0,21,1901,1.0,17700.0,4.0,10.0
2023GQ0076765,3602.0,23,2,2,1,21.0,21,2200,1.0,3700.0,1.0,15.0
2023GQ0076790,,36,2,1,1,16.0,21,1100,6.0,0.0,,
2023GQ0076868,,89,2,1,1,18.0,21,2500,6.0,0.0,,
2023GQ0076946,,80,1,1,1,20.0,21,900,6.0,0.0,,
2023GQ0076970,4020.0,19,1,1,1,18.0,21,2100,6.0,0.0,1.0,
2023GQ0077011,,84,2,1,1,14.0,21,400,6.0,0.0,,
2023GQ0077012,,83,2,1,1,19.0,21,800,6.0,0.0,,
2023GQ0077102,,21,2,2,1,19.0,21,100,6.0,0.0,,
2023GQ0077116,8740.0,33,1,8,7,11.0,21,1000,6.0,5200.0,1.0,10.0
2023GQ0077164,,54,1,2,1,16.0,21,700,6.0,0.0,,
2023GQ0077327,4055.0,21,2,1,1,20.0,21,1100,2.0,3500.0,1.0,35.0
2023GQ0077336,7200.0,40,1,1,1,16.0,21,500,1.0,130000.0,1.0,40.0
2023GQ0077354,,86,2,1,1,21.0,21,100,6.0,0.0,,
2023GQ0077463,,64,2,2,1,16.0,21,1702,6.0,0.0,,
2023GQ0077477,5240.0,19,2,1,1,16.0,21,2100,6.0,280.0,1.0,3.0
2023GQ0077522,4251.0,18,1,1,1,19.0,21,2200,1.0,6000.0,1.0,40.0
2023GQ0077538,2350.0,19,2,1,1,19.0,21,800,1.0,3000.0,1.0,10.0
2023GQ0077673,,69,1,2,1,13.0,21,1704,6.0,0.0,,
2023GQ0077717,,21,2,2,1,19.0,21,100,6.0,0.0,,
2023GQ0077906,,93,2,1,1,16.0,21,100,6.0,0.0,,
2023GQ0078035,4760.0,19,2,2,1,16.0,21,1701,1.0,1200.0,1.0,24.0
2023GQ0078214,,72,1,1,1,21.0,21,1000,6.0,0.0,,
2023GQ0078239,2545.0,23,2,1,1,19.0,21,600,6.0,1000.0,2.0,6.0
2023GQ0078383,6260.0,56,1,2,1,19.0,21,2500,6.0,20800.0,1.0,50.0
2023GQ0078690,7810.0,43,1,2,1,17.0,21,800,6.0,2200.0,1.0,50.0
2023GQ0078735,,73,1,1,1,7.0,21,200,6.0,0.0,,
2023GQ0078746,4055.0,18,1,1,1,18.0,21,2100,6.0,830.0,1.0,6.0
2023GQ0078783,,83,2,1,1,16.0,21,1200,6.0,0.0,,
2023GQ0078833,,37,2,1,1,16.0,21,1000,6.0,0.0,,
2023GQ0078879,4251.0,39,1,1,1,16.0,21,1701,6.0,0.0,7.0,
2023GQ0079010,,82,2,1,1,16.0,21,1100,6.0,0.0,,
2023GQ0079049,7750.0,25,1,2,1,16.0,21,2800,6.0,3000.0,1.0,42.0
2023GQ0079050,4760.0,19,2,1,1,18.0,21,1500,1.0,2100.0,1.0,12.0
2023GQ0079141,4110.0,18,2,1,1,18.0,21,500,6.0,5500.0,1.0,16.0
2023GQ0079344,3603.0,17,2,1,1,18.0,21,2200,1.0,29500.0,1.0,36.0
2023GQ0079467,,35,1,2,1,13.0,21,300,6.0,0.0,,
2023GQ0079841,5400.0,19,1,6,1,16.0,21,1901,6.0,8000.0,1.0,40.0
2023GQ0079865,230.0,25,1,1,1,19.0,21,2600,1.0,36500.0,2.0,40.0
2023GQ0079917,,21,2,8,24,19.0,21,600,6.0,0.0,,
2023GQ0079957,4220.0,18,1,1,1,16.0,21,1901,6.0,2000.0,1.0,30.0
2023GQ0079981,7640.0,36,1,2,1,13.0,21,1100,6.0,0.0,1.0,
2023GQ0080016,,83,2,1,1,11.0,21,2700,6.0,0.0,,
2023GQ0080083,9620.0,31,1,1,1,14.0,21,1902,6.0,0.0,1.0,
2023GQ0080112,,51,1,1,1,11.0,21,300,6.0,0.0,,
2023GQ0080283,4720.0,19,2,2,1,19.0,21,2000,6.0,2000.0,1.0,30.0
2023GQ0080610,,12,2,1,1,9.0,21,2200,,,,
2023GQ0080667,8650.0,48,1,1,1,16.0,21,2000,6.0,12000.0,1.0,60.0
2023GQ0080777,,19,2,1,1,16.0,21,500,6.0,0.0,,
2023GQ0080863,4510.0,21,2,2,1,19.0,21,2000,6.0,0.0,6.0,19.0
2023GQ0081026,,24,1,1,1,16.0,21,1100,6.0,0.0,,
2023GQ0081137,9720.0,20,1,1,1,19.0,21,2200,1.0,13000.0,1.0,10.0
2023GQ0081213,,43,1,1,1,12.0,21,100,6.0,0.0,,
2023GQ0081256,9142.0,66,2,1,1,19.0,21,400,6.0,0.0,1.0,
2023GQ0081273,6260.0,46,1,1,1,20.0,21,2800,6.0,500.0,2.0,9.0
2023GQ0081648,3960.0,19,2,1,1,16.0,21,900,6.0,2600.0,3.0,10.0
2023GQ0081660,4020.0,31,1,1,1,17.0,21,1400,6.0,4500.0,1.0,40.0
2023GQ0081691,,64,2,1,1,16.0,21,2300,6.0,0.0,,
2023GQ0081826,,85,2,1,1,13.0,21,600,6.0,0.0,,
2023GQ0082047,,17,1,1,1,13.0,21,2300,6.0,0.0,,
2023GQ0082058,,18,1,1,1,16.0,21,1701,6.0,0.0,,
2023GQ0082087,,72,1,5,1,16.0,21,1902,6.0,0.0,,
2023GQ0082147,,12,2,1,1,8.0,21,700,,,,
2023GQ0082265,9141.0,20,1,6,1,16.0,21,2200,6.0,2700.0,1.0,8.0
2023GQ0082279,,37,1,1,24,16.0,21,2700,6.0,0.0,,
2023GQ0082316,4720.0,18,1,1,1,16.0,21,2600,1.0,12100.0,1.0,30.0
2023GQ0082337,9640.0,26,1,1,1,16.0,21,1701,6.0,39000.0,1.0,40.0
2023GQ0082384,,52,1,1,1,17.0,21,2800,6.0,0.0,,
2023GQ0082438,6050.0,48,1,1,1,16.0,21,2800,6.0,0.0,1.0,
2023GQ0082444,7810.0,37,2,9,3,19.0,21,1701,6.0,15000.0,1.0,50.0
2023GQ0082473,6260.0,56,1,2,1,17.0,21,1400,6.0,21600.0,1.0,50.0
2023GQ0082510,2205.0,21,2,1,1,16.0,21,1701,1.0,15000.0,1.0,12.0
2023GQ0082687,4850.0,38,1,2,1,16.0,21,1800,6.0,35000.0,7.0,40.0
2023GQ0082770,,71,2,1,1,12.0,21,2400,6.0,0.0,,
2023GQ0082771,,74,2,1,1,16.0,21,2800,6.0,0.0,,
2023GQ0082794,,89,2,1,1,18.0,21,1902,6.0,0.0,,
2023GQ0082806,,39,1,1,1,16.0,21,2700,6.0,0.0,,
2023GQ0082901,,43,1,2,1,19.0,21,200,6.0,0.0,,
2023GQ0082955,,84,2,1,1,16.0,21,1200,6.0,0.0,,
2023GQ0083252,,37,1,1,24,9.0,21,700,6.0,0.0,,
2023GQ0083455,,65,1,1,1,16.0,21,1000,6.0,0.0,,
2023GQ0083606,8350.0,56,1,1,1,18.0,21,500,6.0,3300.0,4.0,10.0
2023GQ0083868,5400.0,20,1,1,1,19.0,21,2400,6.0,9100.0,1.0,26.0
2023GQ0084025,,88,1,1,1,16.0,21,1200,6.0,0.0,,
2023GQ0084247,,56,1,1,1,18.0,21,2700,6.0,0.0,,
2023GQ0084325,4700.0,37,2,1,1,14.0,21,1200,6.0,10400.0,1.0,60.0
2023GQ0084368,,50,1,9,1,17.0,21,1800,6.0,0.0,,
2023GQ0084589,2825.0,23,1,2,1,18.0,21,1300,4.0,30000.0,5.0,40.0
2023GQ0084638,4055.0,20,2,9,1,19.0,21,2200,1.0,12000.0,1.0,50.0
2023GQ0084706,,17,1,8,21,18.0,21,600,6.0,0.0,,
2023GQ0084746,1970.0,18,1,6,1,19.0,21,500,6.0,5500.0,2.0,40.0
2023GQ0084865,52.0,39,1,1,1,11.0,21,800,6.0,15100.0,1.0,45.0
2023GQ0084882,7640.0,47,1,1,24,16.0,21,1100,6.0,0.0,1.0,
2023GQ0084909,,58,1,1,1,10.0,21,2300,6.0,0.0,,
2023GQ0084949,,68,1,1,1,16.0,21,100,6.0,0.0,,
2023GQ0085003,3930.0,29,1,9,1,20.0,21,1300,4.0,66000.0,5.0,45.0
2023GQ0085004,9620.0,18,1,1,1,16.0,21,2600,6.0,0.0,1.0,
2023GQ0085130,,28,1,1,1,15.0,21,300,6.0,0.0,,
2023GQ0085177,4720.0,19,2,2,1,16.0,21,1702,6.0,5300.0,1.0,16.0
2023GQ0085186,,68,2,1,1,14.0,21,200,6.0,0.0,,
2023GQ0085335,,13,2,1,1,9.0,21,1702,,,,
2023GQ0085586,,19,2,1,1,16.0,21,100,6.0,0.0,,
2023GQ0085634,,18,1,1,1,19.0,21,2200,6.0,0.0,,
2023GQ0085690,,19,1,2,2,16.0,21,1701,6.0,0.0,,
2023GQ0085738,1050.0,27,1,7,1,19.0,21,300,4.0,40000.0,5.0,36.0
2023GQ0085789,,46,2,1,1,11.0,21,300,6.0,0.0,,
2023GQ0085883,7020.0,20,1,1,1,17.0,21,300,4.0,20000.0,5.0,40.0
2023GQ0086003,,67,1,1,1,14.0,21,100,6.0,0.0,,
2023GQ0086012,,66,1,1,1,16.0,21,2100,6.0,0.0,,
2023GQ0086108,,22,2,1,1,19.0,21,100,6.0,0.0,,
2023GQ0086116,9040.0,19,2,8,3,18.0,21,1901,4.0,9700.0,5.0,24.0
2023GQ0086132,,75,2,1,1,16.0,21,100,6.0,0.0,,
2023GQ0086164,,93,2,1,1,19.0,21,1704,6.0,0.0,,
2023GQ0086223,,77,2,1,1,19.0,21,2300,6.0,0.0,,
2023GQ0086329,5400.0,19,1,1,1,18.0,21,2100,6.0,2500.0,3.0,40.0
2023GQ0086399,4600.0,18,2,1,1,16.0,21,1901,6.0,5000.0,1.0,40.0
2023GQ0086443,,65,1,1,1,16.0,21,1200,6.0,0.0,,
2023GQ0086479,10.0,20,2,1,1,16.0,21,2200,3.0,2000.0,2.0,10.0
2023GQ0086495,4055.0,18,1,1,1,18.0,21,2100,6.0,8000.0,1.0,40.0
2023GQ0086546,4760.0,18,2,1,1,18.0,21,2600,1.0,4000.0,1.0,24.0
2023GQ0086699,5240.0,18,2,1,1,18.0,21,2000,6.0,2500.0,1.0,15.0
2023GQ0086712,2722.0,22,2,1,1,20.0,21,1000,6.0,12400.0,1.0,25.0
2023GQ0086806,,50,1,1,1,16.0,21,1800,6.0,0.0,,
2023GQ0086858,6200.0,39,1,1,1,13.0,21,1100,6.0,0.0,1.0,
2023GQ0086893,,74,1,1,1,19.0,21,1702,6.0,0.0,,
2023GQ0086974,5510.0,22,1,1,4,16.0,21,2700,6.0,2500.0,1.0,16.0
2023GQ0087073,,83,2,1,1,11.0,21,400,6.0,0.0,,
2023GQ0087077,4110.0,20,2,1,1,16.0,21,1702,1.0,5000.0,1.0,20.0
2023GQ0087086,,14,1,1,2,11.0,21,800,,,,
2023GQ0087101,8990.0,22,2,9,24,16.0,21,1000,6.0,34000.0,1.0,40.0
2023GQ0087357,8255.0,53,1,1,1,21.0,21,1704,6.0,0.0,1.0,20.0
2023GQ0087502,5740.0,19,2,1,1,19.0,21,1901,1.0,5000.0,1.0,15.0
2023GQ0087510,4020.0,24,2,1,1,17.0,21,1300,6.0,16000.0,1.0,60.0
2023GQ0087633,,41,2,1,1,14.0,21,300,6.0,0.0,,
2023GQ0087647,,19,1,9,1,18.0,21,500,6.0,0.0,,
2023GQ0087768,,23,1,1,1,19.0,21,2600,6.0,0.0,,
2023GQ0087779,4251.0,46,1,1,1,18.0,21,1000,6.0,15000.0,1.0,50.0
2023GQ0087825,6410.0,59,1,1,1,13.0,21,1300,6.0,0.0,6.0,
2023GQ0087871,8990.0,18,2,6,1,16.0,21,2200,3.0,6700.0,1.0,20.0
2023GQ0087877,3430.0,52,1,1,1,14.0,21,1200,6.0,0.0,1.0,
2023GQ0087938,,83,1,1,1,21.0,21,300,6.0,0.0,,
2023GQ0087997,5510.0,19,1,5,1,18.0,21,2700,6.0,2000.0,1.0,16.0
2023GQ0088037,,17,2,1,1,14.0,21,2700,6.0,0.0,,
2023GQ0088158,3930.0,44,1,2,1,13.0,21,2800,6.0,5200.0,1.0,40.0
2023GQ0088204,5400.0,19,1,2,1,18.0,21,2300,6.0,5000.0,1.0,6.0
2023GQ0088253,1970.0,18,1,1,1,18.0,21,500,6.0,5500.0,2.0,40.0
2023GQ0088538,4110.0,38,2,1,1,11.0,21,200,6.0,0.0,1.0,
2023GQ0088549,6410.0,39,1,1,1,17.0,21,1200,6.0,0.0,6.0,30.0
2023GQ0088627,,44,1,1,1,20.0,21,2700,6.0,0.0,,
2023GQ0088830,,36,1,1,1,12.0,21,200,6.0,0.0,,
2023GQ0088870,,93,1,1,1,16.0,21,2100,6.0,0.0,,
2023GQ0088973,1310.0,21,1,1,1,19.0,21,1300,4.0,23000.0,5.0,50.0
2023GQ0089051,,20,1,1,1,19.0,21,100,6.0,0.0,,
2023GQ0089136,,25,1,1,1,14.0,21,1000,6.0,0.0,,
2023GQ0089285,,17,1,8,21,18.0,21,600,6.0,0.0,,
2023GQ0089351,3602.0,18,2,1,1,18.0,21,2600,1.0,4000.0,3.0,12.0
2023GQ0089441,5860.0,20,2,1,3,19.0,21,900,1.0,2800.0,4.0,15.0
2023GQ0089486,,23,1,1,1,16.0,21,900,6.0,0.0,,
2023GQ0089570,,93,2,1,1,13.0,21,1901,6.0,0.0,,
2023GQ0089650,3930.0,29,1,9,1,20.0,21,300,4.0,66000.0,5.0,45.0
2023GQ0089668,6260.0,51,1,1,1,16.0,21,1500,1.0,9500.0,1.0,40.0
2023GQ0089771,,68,1,1,1,21.0,21,1704,6.0,0.0,,
2023GQ0089798,440.0,21,1,1,1,19.0,21,2700,6.0,140.0,2.0,10.0
2023GQ0089827,,84,2,1,1,17.0,21,1901,6.0,0.0,,
2023GQ0089838,,87,2,1,1,16.0,21,2200,6.0,0.0,,
2023GQ0089845,,65,1,1,1,16.0,21,700,6.0,0.0,,
2023GQ0089853,8920.0,35,1,1,1,18.0,21,1701,6.0,0.0,1.0,
2023GQ0089935,9760.0,28,1,1,1,16.0,21,1701,6.0,10000.0,1.0,60.0
2023GQ0090032,,33,1,1,1,19.0,21,1902,6.0,0.0,,
2023GQ0090049,,67,1,1,1,19.0,21,1703,6.0,0.0,,
2023GQ0090139,310.0,43,2,1,1,13.0,21,600,6.0,0.0,1.0,
2023GQ0090297,9645.0,18,2,1,1,18.0,21,2300,1.0,6000.0,1.0,8.0
2023GQ0090525,2545.0,23,2,1,1,19.0,21,600,6.0,1000.0,2.0,6.0
2023GQ0090555,,53,1,2,1,19.0,21,1800,6.0,0.0,,
2023GQ0090567,4720.0,18,1,1,1,14.0,21,2700,6.0,3000.0,1.0,20.0
2023GQ0090608,1106.0,33,1,1,1,19.0,21,300,4.0,48800.0,5.0,50.0
2023GQ0090612,2555.0,19,2,6,1,19.0,21,1701,1.0,500.0,1.0,9.0
2023GQ0090623,1555.0,19,1,1,1,19.0,21,1901,6.0,10000.0,1.0,40.0
2023GQ0090643,5740.0,19,2,1,1,16.0,21,100,1.0,8000.0,1.0,10.0
2023GQ0090748,9825.0,33,1,1,1,21.0,21,100,4.0,45000.0,5.0,40.0
2023GQ0090758,,85,2,1,1,16.0,21,1200,6.0,0.0,,
2023GQ0090811,9825.0,33,1,1,1,21.0,21,300,4.0,45000.0,5.0,40.0
2023GQ0090909,,29,1,2,1,13.0,21,300,6.0,0.0,,
2023GQ0091063,9620.0,33,1,2,1,14.0,21,1902,6.0,0.0,1.0,
2023GQ0091143,,34,2,1,1,17.0,21,400,6.0,0.0,,
2023GQ0091340,6515.0,28,1,1,1,17.0,21,400,6.0,15000.0,1.0,40.0
2023GQ0091361,,82,2,1,1,11.0,21,600,6.0,0.0,,
2023GQ0091395,,18,2,1,1,18.0,21,2100,6.0,0.0,,
2023GQ0091576,9920.0,21,2,1,1,16.0,21,2800,3.0,0.0,9.0,
2023GQ0091581,2310.0,41,1,1,23,21.0,21,1000,6.0,0.0,2.0,
2023GQ0091610,,65,2,1,1,16.0,21,1800,6.0,0.0,,
2023GQ0091791,,15,1,1,1,12.0,21,700,,0.0,,
2023GQ0091835,,93,1,1,1,16.0,21,2300,6.0,0.0,,
2023GQ0091945,8140.0,33,1,1,1,16.0,21,2800,6.0,0.0,1.0,
2023GQ0092015,4040.0,24,1,1,1,21.0,21,1901,6.0,0.0,1.0,
2023GQ0092116,2751.0,23,1,2,1,16.0,21,1800,6.0,0.0,1.0,
2023GQ0092163,6050.0,26,1,1,1,21.0,21,2500,6.0,0.0,1.0,
2023GQ0092207,,87,2,1,1,16.0,21,2200,6.0,0.0,,
2023GQ0092222,,50,2,1,1,13.0,21,2300,6.0,0.0,,
2023GQ0092231,8990.0,44,1,1,1,18.0,21,200,6.0,600.0,1.0,40.0
2023GQ0092263,6230.0,16,2,9,7,12.0,21,700,6.0,5000.0,1.0,80.0
2023GQ0092311,440.0,18,2,1,1,16.0,21,1901,6.0,4000.0,1.0,20.0
2023GQ0092427,,19,2,1,1,19.0,21,500,6.0,0.0,,
2023GQ0092537,5400.0,20,1,1,1,16.0,21,2200,1.0,3000.0,1.0,10.0
2023GQ0092550,,19,2,1,1,16.0,21,2100,6.0,0.0,,
2023GQ0092576,,45,1,9,1,14.0,21,1800,6.0,0.0,,
2023GQ0092580,9620.0,21,1,2,1,16.0,21,2000,3.0,0.0,1.0,
2023GQ0092668,,87,2,2,1,18.0,21,1703,6.0,0.0,,
2023GQ0092724,4510.0,59,1,1,1,19.0,21,1902,6.0,0.0,6.0,
2023GQ0092730,6050.0,46,1,2,1,19.0,21,2800,6.0,0.0,1.0,
2023GQ0093055,5400.0,21,2,1,1,19.0,21,1901,1.0,5200.0,1.0,9.0
2023GQ0093148,,71,2,1,1,12.0,21,2400,6.0,0.0,,
2023GQ0093220,7150.0,46,1,9,1,19.0,21,600,6.0,0.0,6.0,60.0
2023GQ0093242,,41,1,5,1,13.0,21,700,6.0,0.0,,
2023GQ0093349,,42,1,1,1,17.0,21,1800,6.0,0.0,,
2023GQ0093399,,89,2,2,1,16.0,21,1901,6.0,0.0,,
2023GQ0093467,,85,2,1,1,16.0,21,2500,6.0,0.0,,
2023GQ0093498,,23,2,1,1,21.0,21,1701,6.0,0.0,,
2023GQ0093500,4020.0,19,1,1,1,19.0,21,1400,6.0,0.0,1.0,
2023GQ0093556,,22,1,9,1,16.0,21,1800,6.0,0.0,,
2023GQ0093666,,93,2,1,1,16.0,21,1701,6.0,0.0,,
2023GQ0093731,9825.0,31,1,1,1,19.0,21,1300,4.0,52000.0,5.0,40.0
2023GQ0093780,3960.0,20,1,1,1,19.0,21,1901,6.0,0.0,1.0,
2023GQ0093804,4010.0,18,2,1,1,16.0,21,1702,1.0,7400.0,1.0,14.0
2023GQ0093838,6230.0,37,1,8,2,9.0,21,200,6.0,0.0,1.0,
2023GQ0093860,7750.0,36,1,9,1,14.0,21,1800,6.0,0.0,1.0,
2023GQ0093868,,35,1,1,1,16.0,21,2700,6.0,0.0,,
2023GQ0093875,9645.0,19,1,1,1,18.0,21,1701,6.0,0.0,1.0,
2023GQ0094020,4600.0,19,2,1,1,18.0,21,1901,1.0,3000.0,1.0,15.0
2023GQ0094378,9130.0,22,2,1,1,19.0,21,2400,2.0,12900.0,1.0,40.0
2023GQ0094397,4020.0,20,1,9,1,16.0,21,2200,1.0,2000.0,1.0,30.0
2023GQ0094480,,24,1,1,1,16.0,21,2000,6.0,0.0,,
2023GQ0094495,,38,1,2,1,19.0,21,2100,6.0,0.0,,
2023GQ0094508,,70,1,1,1,12.0,21,1800,6.0,0.0,,
2023GQ0094548,,20,1,1,1,19.0,21,1701,6.0,0.0,,
2023GQ0094558,,85,2,1,1,19.0,21,2000,6.0,0.0,,
2023GQ0094634,,83,2,1,1,11.0,21,1200,6.0,0.0,,
2023GQ0094719,6230.0,40,1,1,1,17.0,21,1701,6.0,18000.0,1.0,50.0
2023GQ0094831,4055.0,20,2,1,1,19.0,21,500,2.0,3500.0,1.0,35.0
2023GQ0094896,,48,2,9,1,16.0,21,2200,6.0,0.0,,
2023GQ0095004,5400.0,20,1,2,1,19.0,21,1901,6.0,9100.0,1.0,26.0
2023GQ0095048,,51,1,2,1,16.0,21,1800,6.0,0.0,,
2023GQ0095072,4030.0,18,1,9,24,16.0,21,2200,6.0,1000.0,1.0,10.0
2023GQ0095089,,78,2,1,1,19.0,21,900,6.0,0.0,,
2023GQ0095094,10.0,72,1,1,1,22.0,21,2200,1.0,100000.0,2.0,25.0
2023GQ0095129,,86,2,1,1,16.0,21,700,6.0,0.0,,
2023GQ0095146,4020.0,18,1,1,1,16.0,21,2700,1.0,5400.0,1.0,32.0
2023GQ0095265,,66,1,1,1,1.0,21,800,6.0,0.0,,
2023GQ0095503,,83,2,1,1,19.0,21,1705,6.0,0.0,,
2023GQ0095552,6260.0,51,1,1,1,16.0,21,1500,1.0,9500.0,1.0,40.0
2023GQ0095592,,85,2,1,1,12.0,21,2600,6.0,0.0,,
2023GQ0095654,1310.0,21,1,1,1,19.0,21,1300,4.0,23000.0,5.0,50.0
2023GQ0095701,,36,1,2,1,16.0,21,700,6.0,0.0,,
2023GQ0095704,7750.0,25,2,1,1,16.0,21,600,6.0,0.0,1.0,
2023GQ0095727,6260.0,18,1,1,1,18.0,21,2100,6.0,6000.0,1.0,16.0
2023GQ0095928,9620.0,54,1,1,1,17.0,21,1702,1.0,23800.0,1.0,40.0
2023GQ0096001,9620.0,19,2,1,1,19.0,21,2300,1.0,7000.0,1.0,20.0
2023GQ0096012,7810.0,40,1,1,1,14.0,21,800,6.0,2200.0,1.0,50.0
2023GQ0096132,1106.0,33,1,1,1,19.0,21,1300,4.0,48800.0,5.0,50.0
2023GQ0096271,4030.0,63,2,2,1,16.0,21,1701,6.0,0.0,1.0,
2023GQ0096376,540.0,56,1,1,1,21.0,21,1702,6.0,0.0,1.0,
2023GQ0096377,440.0,43,1,1,1,17.0,21,2800,6.0,0.0,6.0,
2023GQ0096430,4850.0,24,1,1,1,21.0,21,900,6.0,8800.0,1.0,30.0
2023GQ0096463,,86,1,1,1,16.0,21,100,6.0,0.0,,
2023GQ0096563,,36,1,1,1,17.0,21,2800,6.0,0.0,,
2023GQ0096622,4810.0,64,1,1,1,16.0,21,1400,6.0,40000.0,1.0,60.0
2023GQ0096650,4020.0,27,1,1,1,17.0,21,1200,6.0,10000.0,1.0,35.0
2023GQ0096690,9130.0,38,1,1,1,16.0,21,1902,6.0,0.0,1.0,
2023GQ0096767,9610.0,17,1,1,1,18.0,21,2700,1.0,1100.0,1.0,20.0
2023GQ0096777,7750.0,36,1,1,1,14.0,21,2200,6.0,0.0,1.0,
2023GQ0096844,,53,2,9,1,19.0,21,1300,6.0,0.0,,
2023GQ0096862,,82,2,1,1,22.0,21,1200,6.0,0.0,,
2023GQ0096902,,56,2,1,1,19.0,21,1800,6.0,0.0,,
2023GQ0096913,6260.0,46,1,2,1,16.0,21,2800,6.0,10000.0,1.0,40.0
2023GQ0097002,2555.0,19,2,1,1,18.0,21,2200,1.0,3500.0,2.0,10.0
2023GQ0097031,,83,2,1,1,22.0,21,1903,6.0,0.0,,
2023GQ0097093,4640.0,22,2,1,1,19.0,21,900,1.0,5000.0,4.0,16.0
2023GQ0097094,4720.0,34,2,1,1,20.0,21,1701,6.0,0.0,1.0,
2023GQ0097134,,82,2,1,1,13.0,21,1300,6.0,0.0,,
2023GQ0097150,4110.0,18,2,1,1,18.0,21,1901,3.0,2000.0,1.0,18.0
2023GQ0097253,6305.0,20,1,9,1,14.0,21,400,6.0,40000.0,1.0,45.0
2023GQ0097360,205.0,19,2,1,1,19.0,21,2200,6.0,0.0,1.0,
2023GQ0097422,9825.0,33,1,1,1,21.0,21,1300,4.0,45000.0,5.0,40.0
2023GQ0097451,,79,1,1,1,19.0,21,2300,6.0,0.0,,
2023GQ0097587,4110.0,17,2,2,1,19.0,21,1901,6.0,1500.0,1.0,10.0
2023GQ0097605,7340.0,43,1,1,1,18.0,21,1400,6.0,0.0,1.0,
2023GQ0097610,440.0,28,1,1,1,16.0,21,2800,6.0,0.0,6.0,
2023GQ0097794,700.0,37,1,1,1,15.0,21,400,6.0,0.0,1.0,
2023GQ0097823,,47,1,2,1,21.0,21,1902,6.0,0.0,,
2023GQ0097867,,83,2,1,1,13.0,21,2400,6.0,0.0,,
2023GQ0097871,,68,1,2,1,16.0,21,1706,6.0,0.0,,
2023GQ0098012,4760.0,85,2,1,1,21.0,21,400,6.0,0.0,1.0,
2023GQ0098034,4030.0,18,1,1,1,20.0,21,2200,6.0,0.0,1.0,
