education_required,mean_annual_wage,percent_change,occupation,job_type
Bachelor's degree,31437.0,6.25,253031,High-Demand
"Some college, no degree",39183.0,8.2324,253041,High-Demand
Bachelor's degree,58576.0,6.8246,253099,Both
Master's degree,50652.0,11.6279,254011,Both
Master's degree,53683.0,8.5714,254012,Both
Bachelor's degree,40764.0,9.5238,254013,High-Demand
Master's degree,69161.0,5.0992,254022,Both
Master's degree,59949.0,6.9444,259031,Both
Bachelor's degree,42483.0,8.6957,259044,High-Demand
Bachelor's degree,77930.0,7.0588,259099,Both
Not reported,60052.0,3.5943,270000,High-Wage
Bachelor's degree,83347.0,1.8939,271011,High-Wage
Bachelor's degree,80299.0,4.878,271021,High-Wage
Bachelor's degree,55795.0,4.5369,271024,High-Wage
Bachelor's degree,60524.0,6.7308,271025,Both
Bachelor's degree,52218.0,5.1724,271027,Both
Bachelor's degree,64442.0,5.1724,271029,Both
Bachelor's degree,65684.0,5.919,272012,Both
No formal educational credential,46238.0,7.2464,272021,High-Demand
Bachelor's degree,74545.0,12.3116,272022,Both
High school diploma or equivalent,,7.563,272091,High-Demand
Bachelor's degree,58939.0,-12.2449,273023,High-Wage
Bachelor's degree,73266.0,8.215,273031,Both
Bachelor's degree,76650.0,-15.7303,273041,High-Wage
Bachelor's degree,79314.0,8.4615,273042,Both
Bachelor's degree,61603.0,2.0725,273043,High-Wage
Bachelor's degree,48915.0,5.2133,273091,High-Demand
Postsecondary nondegree award,45014.0,11.9048,274011,High-Demand
Associate degree,72455.0,-12.1212,274012,High-Wage
High school diploma or equivalent,44824.0,6.0837,274021,High-Demand
Bachelor's degree,50129.0,-0.8403,274031,High-Wage
Bachelor's degree,47275.0,10.5263,274032,High-Demand
Not reported,92039.0,11.0267,290000,Both
Doctoral or professional degree,79742.0,8.3871,291011,Both
Doctoral or professional degree,180703.0,4.0625,291021,High-Wage
Doctoral or professional degree,,5.5046,291022,High-Demand
Doctoral or professional degree,127703.0,6.9767,291029,Both
Bachelor's degree,67935.0,11.1111,291031,Both
Doctoral or professional degree,163459.0,8.7912,291041,Both
Doctoral or professional degree,135011.0,7.1219,291051,Both
Master's degree,101070.0,27.0517,291071,Both
Doctoral or professional degree,,5.0,291081,High-Demand
Master's degree,86612.0,14.8485,291122,Both
Doctoral or professional degree,87280.0,17.5287,291123,Both
Associate degree,89155.0,5.8824,291124,Both
Bachelor's degree,52270.0,8.1633,291125,Both
Associate degree,71203.0,17.7189,291126,Both
Master's degree,96316.0,24.7467,291127,Both
Bachelor's degree,93819.0,11.25,291129,Both
Doctoral or professional degree,110760.0,21.7765,291131,Both
Bachelor's degree,86551.0,9.5665,291141,Both
Master's degree,114071.0,45.0458,291171,Both
Doctoral or professional degree,76885.0,16.6667,291181,Both
Doctoral or professional degree,295982.0,4.2105,291215,High-Wage
Doctoral or professional degree,,5.6604,291216,High-Demand
Doctoral or professional degree,207417.0,1.1765,291221,High-Wage
Doctoral or professional degree,384501.0,5.7692,291222,Both
Doctoral or professional degree,216213.0,9.6774,291223,Both
Doctoral or professional degree,394773.0,5.0926,291224,Both
Doctoral or professional degree,290972.0,5.3237,291229,Both
Doctoral or professional degree,197357.0,2.3923,291249,High-Wage
Associate degree,77768.0,8.0374,291292,Both
Bachelor's degree,61777.0,7.9202,292010,Both
Associate degree,66156.0,8.6643,292034,Both
Postsecondary nondegree award,44890.0,6.263,292042,High-Demand
Postsecondary nondegree award,55230.0,6.1798,292043,Both
High school diploma or equivalent,41508.0,7.8831,292052,High-Demand
Postsecondary nondegree award,39233.0,11.5385,292053,High-Demand
Postsecondary nondegree award,54844.0,9.5092,292055,Both
Associate degree,36504.0,22.2738,292056,High-Demand
Postsecondary nondegree award,41142.0,13.1579,292057,High-Demand
Postsecondary nondegree award,58404.0,7.3382,292061,Both
Postsecondary nondegree award,49402.0,10.3982,292072,High-Demand
Master's degree,81677.0,27.451,292091,Both
High school diploma or equivalent,56918.0,23.8095,292092,Both
Postsecondary nondegree award,60395.0,9.0786,292099,Both
Associate degree,65332.0,23.1939,299021,Both
Master's degree,56477.0,20.1149,299091,Both
Postsecondary nondegree award,67620.0,7.6471,299093,Both
Postsecondary nondegree award,88016.0,5.7143,299099,Both
Not reported,39005.0,14.6911,310000,High-Demand
High school diploma or equivalent,34763.0,22.2128,311120,High-Demand
Postsecondary nondegree award,38837.0,6.6009,311131,High-Demand
Associate degree,69010.0,18.6335,312011,Both
Associate degree,58682.0,24.0126,312021,Both
High school diploma or equivalent,31635.0,6.1224,312022,High-Demand
Postsecondary nondegree award,70533.0,18.3267,319011,Both
Postsecondary nondegree award,48086.0,7.1953,319091,High-Demand
Postsecondary nondegree award,40132.0,14.3276,319092,High-Demand
High school diploma or equivalent,44321.0,9.6491,319093,High-Demand
Postsecondary nondegree award,40410.0,9.6026,319097,High-Demand
High school diploma or equivalent,45430.0,7.8292,319099,High-Demand
High school diploma or equivalent,53707.0,-4.4586,331011,High-Wage
High school diploma or equivalent,85910.0,3.0769,331012,High-Wage
Postsecondary nondegree award,70216.0,3.3742,331021,High-Wage
High school diploma or equivalent,67838.0,6.383,331099,Both
High school diploma or equivalent,95891.0,1.1299,333021,High-Wage
High school diploma or equivalent,57589.0,3.3898,333051,High-Wage
High school diploma or equivalent,56191.0,7.7778,339021,Both
No formal educational credential,33552.0,7.4766,339091,High-Demand
No formal educational credential,27386.0,9.2243,339092,High-Demand
High school diploma or equivalent,43468.0,6.1047,339099,High-Demand
Not reported,30764.0,7.7653,350000,High-Demand
High school diploma or equivalent,57951.0,13.0319,351011,Both
High school diploma or equivalent,40097.0,13.5496,351012,High-Demand
No formal educational credential,35809.0,6.1672,352012,High-Demand
No formal educational credential,32369.0,31.0785,352014,High-Demand
No formal educational credential,34617.0,9.8076,353011,High-Demand
No formal educational credential,26659.0,10.4044,353023,High-Demand
No formal educational credential,31665.0,7.7909,353041,High-Demand
No formal educational credential,30350.0,14.5581,359011,High-Demand
No formal educational credential,28598.0,5.3518,359021,High-Demand
No formal educational credential,25882.0,9.3581,359031,High-Demand
No formal educational credential,29759.0,11.5942,359099,High-Demand
Not reported,34979.0,5.5937,370000,High-Demand
High school diploma or equivalent,43411.0,8.0304,371011,High-Demand
High school diploma or equivalent,53984.0,5.0,371012,Both
No formal educational credential,30532.0,8.8738,372012,High-Demand
No formal educational credential,50199.0,4.2553,373019,High-Wage
Not reported,35395.0,6.1798,390000,High-Demand
High school diploma or equivalent,44562.0,7.9365,391022,High-Demand
High school diploma or equivalent,41626.0,10.9813,392011,High-Demand
High school diploma or equivalent,31054.0,9.046,392021,High-Demand
No formal educational credential,25442.0,11.0727,393031,High-Demand
No formal educational credential,25216.0,5.942,393091,High-Demand
High school diploma or equivalent,32612.0,5.3763,394021,High-Demand
Associate degree,50297.0,4.8193,394031,High-Wage
Postsecondary nondegree award,,9.7625,395011,High-Demand
Postsecondary nondegree award,66595.0,9.7665,395012,Both
Postsecondary nondegree award,61906.0,11.5523,395094,Both
High school diploma or equivalent,39624.0,12.0,396011,High-Demand
High school diploma or equivalent,31044.0,11.7021,396012,High-Demand
High school diploma or equivalent,36924.0,7.5658,397010,High-Demand
High school diploma or equivalent,47251.0,15.6442,399031,High-Demand
High school diploma or equivalent,26481.0,7.4138,399041,High-Demand
High school diploma or equivalent,25519.0,13.8298,399099,High-Demand
High school diploma or equivalent,87026.0,-0.1359,411012,High-Wage
No formal educational credential,39098.0,9.6089,412021,High-Demand
High school diploma or equivalent,70785.0,5.8297,413021,Both
Bachelor's degree,94781.0,6.2452,413031,Both
High school diploma or equivalent,68699.0,5.7991,413091,Both
Bachelor's degree,109080.0,3.559,414011,High-Wage
High school diploma or equivalent,74407.0,2.4248,414012,High-Wage
High school diploma or equivalent,54213.0,0.332,419022,High-Wage
Bachelor's degree,109816.0,9.2593,419031,Both
High school diploma or equivalent,57291.0,8.5515,419099,Both
High school diploma or equivalent,54949.0,-15.5673,433051,High-Wage
High school diploma or equivalent,50439.0,-9.0909,434011,High-Wage
High school diploma or equivalent,28964.0,14.5856,434081,High-Demand
High school diploma or equivalent,51366.0,6.2295,434181,Both
High school diploma or equivalent,45848.0,5.0794,434199,High-Demand
High school diploma or equivalent,47398.0,14.4552,435011,High-Demand
High school diploma or equivalent,50007.0,0.8789,435032,High-Wage
No formal educational credential,62176.0,-5.2239,435051,High-Wage
No formal educational credential,59324.0,-5.2561,435052,High-Wage
No formal educational credential,55317.0,-9.8881,435053,High-Wage
High school diploma or equivalent,54627.0,9.3988,435061,Both
High school diploma or equivalent,44338.0,9.1346,435111,High-Demand
High school diploma or equivalent,60977.0,-19.7259,436011,High-Wage
High school diploma or equivalent,40383.0,8.1652,436013,High-Demand
Bachelor's degree,,7.1429,452011,High-Demand
Not reported,56795.0,4.0212,470000,High-Wage
High school diploma or equivalent,71160.0,3.7942,471011,High-Wage
High school diploma or equivalent,59326.0,0.7143,472021,High-Wage
High school diploma or equivalent,53842.0,2.9195,472031,High-Wage
No formal educational credential,45299.0,7.6923,472042,High-Demand
No formal educational credential,47096.0,6.4171,472044,High-Demand
No formal educational credential,50595.0,-3.6262,472051,High-Wage
No formal educational credential,45951.0,6.5973,472061,High-Demand
High school diploma or equivalent,57319.0,0.0,472071,High-Wage
High school diploma or equivalent,59301.0,4.9404,472073,High-Wage
High school diploma or equivalent,62635.0,8.0865,472111,Both
High school diploma or equivalent,57378.0,1.31,472132,High-Wage
No formal educational credential,66191.0,-2.994,472151,High-Wage
High school diploma or equivalent,65009.0,2.8662,472152,High-Wage
High school diploma or equivalent,55336.0,-1.3825,472211,High-Wage
High school diploma or equivalent,69952.0,2.3622,472221,High-Wage
High school diploma or equivalent,61031.0,-0.9524,474011,High-Wage
High school diploma or equivalent,83615.0,1.1364,474021,High-Wage
High school diploma or equivalent,42873.0,8.2192,474051,High-Demand
High school diploma or equivalent,44749.0,5.6604,474071,High-Demand
High school diploma or equivalent,,5.2632,474090,High-Demand
Not reported,58597.0,8.0468,490000,Both
High school diploma or equivalent,79520.0,6.5769,491011,Both
Associate degree,59597.0,14.8936,492021,Both
Postsecondary nondegree award,70921.0,10.4167,492022,Both
Postsecondary nondegree award,57684.0,1.7857,492094,High-Wage
High school diploma or equivalent,57508.0,0.0,492096,High-Wage
High school diploma or equivalent,52579.0,5.8824,492098,Both
Postsecondary nondegree award,90644.0,10.1632,493011,Both
High school diploma or equivalent,50910.0,6.089,493021,Both
Postsecondary nondegree award,46905.0,6.625,493023,High-Demand
High school diploma or equivalent,55520.0,3.3448,493031,High-Wage
High school diploma or equivalent,48254.0,6.6038,493041,High-Demand
High school diploma or equivalent,61067.0,9.9138,493042,Both
High school diploma or equivalent,37798.0,5.3004,493093,High-Demand
High school diploma or equivalent,67024.0,5.3333,499012,Both
Postsecondary nondegree award,57130.0,6.3526,499021,Both
High school diploma or equivalent,62086.0,20.6134,499041,Both
High school diploma or equivalent,57385.0,7.8493,499043,Both
High school diploma or equivalent,73586.0,11.4338,499051,Both
High school diploma or equivalent,57496.0,10.8696,499052,Both
Associate degree,53534.0,17.7677,499062,Both
High school diploma or equivalent,51267.0,8.2908,499071,Both
High school diploma or equivalent,50407.0,6.4194,499099,Both
High school diploma or equivalent,71954.0,3.9937,511011,High-Wage
High school diploma or equivalent,43154.0,10.4683,512028,High-Demand
High school diploma or equivalent,50412.0,-15.0327,512041,High-Wage
No formal educational credential,34666.0,5.6911,513011,High-Demand
High school diploma or equivalent,42678.0,13.3721,513092,High-Demand
High school diploma or equivalent,53113.0,-7.3418,514031,High-Wage
High school diploma or equivalent,55588.0,8.2579,514041,Both
High school diploma or equivalent,46971.0,8.8889,514081,High-Demand
Postsecondary nondegree award,69005.0,0.0,514111,High-Wage
High school diploma or equivalent,50810.0,6.1117,514121,Both
High school diploma or equivalent,107226.0,3.7736,518012,High-Wage
High school diploma or equivalent,71645.0,6.0,518021,Both
High school diploma or equivalent,54675.0,-7.0796,518031,High-Wage
High school diploma or equivalent,56145.0,-8.8235,518092,High-Wage
High school diploma or equivalent,62898.0,6.25,518099,Both
High school diploma or equivalent,63003.0,-8.3218,519011,High-Wage
High school diploma or equivalent,55520.0,0.2481,519012,High-Wage
High school diploma or equivalent,56164.0,7.772,519023,Both
High school diploma or equivalent,,6.7961,519082,High-Demand
High school diploma or equivalent,46677.0,5.543,519124,High-Demand
Postsecondary nondegree award,53650.0,21.2121,519162,Both
High school diploma or equivalent,49672.0,5.0,519194,High-Demand
Not reported,56291.0,11.1482,530000,Both
Postsecondary nondegree award,,7.3529,532012,High-Demand
High school diploma or equivalent,130997.0,11.2583,532022,Both
High school diploma or equivalent,38724.0,15.3082,533031,High-Demand
Postsecondary nondegree award,59500.0,6.2423,533032,Both
High school diploma or equivalent,51379.0,14.2026,533033,Both
High school diploma or equivalent,52527.0,3.907,533052,High-Wage
No formal educational credential,33422.0,14.1479,533053,High-Demand
No formal educational credential,37735.0,17.3684,533099,High-Demand
High school diploma or equivalent,98061.0,3.2967,536051,High-Wage
No formal educational credential,43632.0,11.5108,537011,High-Demand
High school diploma or equivalent,53772.0,2.0619,537021,High-Wage
No formal educational credential,46547.0,9.8634,537051,High-Demand
No formal educational credential,34193.0,9.5339,537061,High-Demand
No formal educational credential,42863.0,12.6989,537062,High-Demand
No formal educational credential,47005.0,27.4949,537063,High-Demand
No formal educational credential,36991.0,7.6391,537064,High-Demand
High school diploma or equivalent,40916.0,11.4133,537065,High-Demand
Not reported,49387.0,7.1552,000000,High-Demand
Not reported,96011.0,9.8624,110000,Both
Bachelor's degree,180542.0,-4.5752,111011,High-Wage
Bachelor's degree,87322.0,7.9935,111021,Both
Bachelor's degree,107659.0,3.8961,112021,High-Wage
Bachelor's degree,119166.0,6.0284,112022,Both
Bachelor's degree,97425.0,20.0,112032,Both
Bachelor's degree,107613.0,6.3158,113012,Both
Bachelor's degree,78495.0,11.1111,113013,Both
Bachelor's degree,130385.0,12.5,113021,Both
Bachelor's degree,119756.0,19.4245,113031,Both
Bachelor's degree,105654.0,11.7834,113051,Both
Bachelor's degree,129590.0,10.0,113061,Both
High school diploma or equivalent,86492.0,7.1429,113071,Both
Bachelor's degree,116454.0,4.5455,113121,High-Wage
Bachelor's degree,95845.0,10.0,119021,Both
Master's degree,92813.0,3.321,119032,High-Wage
Bachelor's degree,98977.0,-2.6846,119039,High-Wage
Bachelor's degree,132854.0,11.1111,119041,Both
High school diploma or equivalent,60991.0,10.6383,119051,Both
Bachelor's degree,66631.0,7.1429,119072,Both
Bachelor's degree,98962.0,40.2985,119111,Both
High school diploma or equivalent,90884.0,-11.7647,119131,High-Wage
High school diploma or equivalent,47952.0,10.8844,119141,High-Demand
Bachelor's degree,66122.0,6.1224,119151,Both
Associate degree,62380.0,2.3529,119171,High-Wage
Bachelor's degree,119653.0,4.428,119199,High-Wage
Not reported,74168.0,3.7638,130000,High-Wage
Bachelor's degree,68372.0,-2.2901,131020,High-Wage
Bachelor's degree,64619.0,5.6818,131041,Both
Bachelor's degree,62376.0,-1.0417,131051,High-Wage
Bachelor's degree,75833.0,-0.8303,131071,High-Wage
Bachelor's degree,79084.0,16.9118,131081,Both
Bachelor's degree,84845.0,5.7851,131082,Both
Bachelor's degree,93974.0,14.8,131111,Both
Bachelor's degree,52124.0,4.4444,131121,High-Wage
Bachelor's degree,57517.0,6.0606,131141,Both
Bachelor's degree,62015.0,9.2199,131151,Both
Bachelor's degree,61984.0,13.3333,131161,Both
Bachelor's degree,81303.0,-1.7081,131199,High-Wage
Bachelor's degree,68874.0,7.2835,132011,Both
Bachelor's degree,,7.1429,132020,High-Demand
Bachelor's degree,86097.0,-1.1494,132031,High-Wage
Bachelor's degree,71558.0,-1.7241,132041,High-Wage
Bachelor's degree,82745.0,12.1212,132051,Both
Bachelor's degree,79312.0,10.8108,132052,Both
Bachelor's degree,66425.0,12.8205,132054,Both
Bachelor's degree,71759.0,24.1379,132061,Both
Bachelor's degree,39877.0,16.6667,132071,High-Demand
Bachelor's degree,67440.0,5.4348,132072,Both
Bachelor's degree,40500.0,7.6923,132081,High-Demand
Bachelor's degree,76834.0,0.0,132099,High-Wage
Not reported,84505.0,14.1526,150000,Both
Bachelor's degree,81361.0,16.129,151211,Both
Bachelor's degree,91158.0,32.0,151212,Both
Associate degree,72687.0,6.8966,151231,Both
"Some college, no degree",53968.0,8.0247,151232,Both
Bachelor's degree,111388.0,12.5,151241,Both
Bachelor's degree,77056.0,7.6923,151242,Both
Bachelor's degree,70416.0,4.1322,151244,High-Wage
Bachelor's degree,90362.0,-9.6774,151251,High-Wage
Bachelor's degree,94677.0,27.3196,151252,Both
Bachelor's degree,63045.0,19.4444,151253,Both
Bachelor's degree,78631.0,4.3478,151255,High-Wage
Bachelor's degree,97028.0,14.0511,151299,Both
Bachelor's degree,98215.0,16.0,152031,Both
Not reported,75252.0,12.439,170000,Both
Bachelor's degree,49437.0,7.4074,171022,High-Demand
Bachelor's degree,90063.0,4.5455,172051,High-Wage
Bachelor's degree,76975.0,0.0,172071,High-Wage
Bachelor's degree,97918.0,14.2857,172072,Both
Bachelor's degree,90497.0,5.0,172111,Both
Bachelor's degree,83799.0,25.4753,172112,Both
Bachelor's degree,92826.0,16.6667,172131,Both
Bachelor's degree,86444.0,22.8311,172141,Both
Bachelor's degree,78125.0,0.0,172199,High-Wage
Associate degree,50845.0,10.0,173011,Both
Associate degree,59142.0,6.25,173012,Both
Associate degree,57429.0,5.4545,173013,Both
Associate degree,70993.0,4.4444,173023,High-Wage
Associate degree,58093.0,12.5,173026,Both
Associate degree,59498.0,11.1111,173027,Both
Associate degree,76421.0,-6.6667,173029,High-Wage
Not reported,69984.0,7.3922,190000,Both
Bachelor's degree,,7.6923,191029,High-Demand
Bachelor's degree,67827.0,0.0,191031,High-Wage
Bachelor's degree,83395.0,7.1429,192031,Both
Bachelor's degree,74261.0,0.0,192041,High-Wage
Doctoral or professional degree,97278.0,22.2222,193033,Both
Master's degree,70928.0,2.5,193034,High-Wage
Associate degree,36706.0,5.2632,194012,High-Demand
Associate degree,61995.0,9.0909,194031,Both
Associate degree,,9.0909,194071,High-Demand
Associate degree,60870.0,13.4615,194099,Both
Bachelor's degree,70095.0,13.7255,195011,Both
High school diploma or equivalent,63073.0,20.0,195012,Both
Not reported,50435.0,11.2285,210000,Both
Master's degree,67706.0,7.1429,211012,Both
Bachelor's degree,51945.0,23.5294,211018,Both
Master's degree,54472.0,19.1176,211022,Both
Master's degree,59357.0,14.2857,211023,Both
Bachelor's degree,72034.0,0.0,211029,High-Wage
Bachelor's degree,59026.0,17.3913,211091,Both
High school diploma or equivalent,37258.0,10.6618,211093,High-Demand
High school diploma or equivalent,49063.0,23.5294,211094,High-Demand
Not reported,77574.0,3.5545,230000,High-Wage
Doctoral or professional degree,89535.0,4.8193,231011,High-Wage
Doctoral or professional degree,131810.0,0.0,231023,High-Wage
Associate degree,52512.0,2.2556,232011,High-Wage
Not reported,51434.0,2.8638,250000,High-Wage
Doctoral or professional degree,76010.0,5.9701,251199,Both
Bachelor's degree,57485.0,3.0864,252012,High-Wage
Bachelor's degree,57344.0,3.2888,252021,High-Wage
Bachelor's degree,57560.0,3.1373,252022,High-Wage
Bachelor's degree,59747.0,3.5311,252031,High-Wage
Bachelor's degree,62102.0,2.439,252032,High-Wage
Bachelor's degree,57940.0,1.7467,252052,High-Wage
Bachelor's degree,58733.0,1.8349,252057,High-Wage
Bachelor's degree,59063.0,2.8369,252058,High-Wage
Bachelor's degree,58218.0,-0.885,253099,High-Wage
Master's degree,63282.0,3.9604,254022,High-Wage
Master's degree,75646.0,1.9608,259031,High-Wage
Bachelor's degree,51044.0,0.0,271024,High-Wage
Bachelor's degree,65695.0,10.0,272012,Both
Bachelor's degree,40399.0,6.9767,272022,High-Demand
Bachelor's degree,65830.0,2.9703,273031,High-Wage
Bachelor's degree,78407.0,6.25,273042,Both
Not reported,83082.0,19.3778,290000,Both
Doctoral or professional degree,92678.0,10.0,291011,Both
Doctoral or professional degree,186236.0,3.75,291021,High-Wage
Bachelor's degree,58177.0,13.8889,291031,Both
Doctoral or professional degree,134101.0,10.3448,291041,Both
Doctoral or professional degree,127980.0,9.9548,291051,Both
Master's degree,97749.0,30.4348,291071,Both
Master's degree,85998.0,21.4286,291122,Both
Doctoral or professional degree,84110.0,25.1656,291123,Both
Associate degree,65581.0,39.7849,291126,Both
Master's degree,76778.0,21.7687,291127,Both
Bachelor's degree,,12.7907,291129,High-Demand
Doctoral or professional degree,94252.0,17.3077,291131,Both
Bachelor's degree,77656.0,23.0969,291141,Both
Master's degree,110569.0,53.012,291171,Both
Doctoral or professional degree,,10.5263,291214,High-Demand
Doctoral or professional degree,266982.0,5.6604,291215,Both
Doctoral or professional degree,,20.0,291223,High-Demand
Doctoral or professional degree,283193.0,8.5106,291229,Both
Associate degree,69322.0,7.2727,291292,Both
Bachelor's degree,55975.0,24.6269,292010,Both
Associate degree,61746.0,25.0,292034,Both
Postsecondary nondegree award,35606.0,8.5271,292042,High-Demand
Postsecondary nondegree award,49007.0,8.0,292043,High-Demand
High school diploma or equivalent,37385.0,14.4554,292052,High-Demand
Postsecondary nondegree award,,38.0,292053,High-Demand
Associate degree,31922.0,21.7391,292056,High-Demand
Postsecondary nondegree award,33090.0,13.7931,292057,High-Demand
Postsecondary nondegree award,54452.0,10.3896,292061,Both
Postsecondary nondegree award,46606.0,16.875,292072,High-Demand
High school diploma or equivalent,41655.0,5.5556,292081,High-Demand
Postsecondary nondegree award,55767.0,22.0588,292099,Both
Associate degree,56934.0,34.7826,299021,Both
Not reported,35261.0,19.1223,310000,High-Demand
High school diploma or equivalent,33322.0,24.8222,311120,High-Demand
Postsecondary nondegree award,34138.0,11.583,311131,High-Demand
Associate degree,55084.0,34.2593,312021,Both
High school diploma or equivalent,,6.0606,312022,High-Demand
Postsecondary nondegree award,37588.0,6.5421,319091,High-Demand
Postsecondary nondegree award,34188.0,17.2348,319092,High-Demand
High school diploma or equivalent,,23.5294,319096,High-Demand
Postsecondary nondegree award,37303.0,24.0,319097,High-Demand
High school diploma or equivalent,50430.0,6.4516,319099,Both
High school diploma or equivalent,70027.0,2.7273,331012,High-Wage
Postsecondary nondegree award,54290.0,4.4118,331021,High-Wage
High school diploma or equivalent,52306.0,5.4054,331091,Both
High school diploma or equivalent,65446.0,-5.5556,333021,High-Wage
High school diploma or equivalent,50710.0,3.1088,333051,High-Wage
High school diploma or equivalent,35653.0,5.2632,339011,High-Demand
High school diploma or equivalent,41184.0,6.5789,339099,High-Demand
Not reported,27084.0,9.0546,350000,High-Demand
High school diploma or equivalent,40752.0,17.7419,351011,High-Demand
High school diploma or equivalent,35946.0,17.0431,351012,High-Demand
No formal educational credential,30996.0,5.5118,352012,High-Demand
No formal educational credential,28831.0,36.2994,352014,High-Demand
No formal educational credential,32012.0,12.1324,353011,High-Demand
No formal educational credential,23738.0,14.4654,353023,High-Demand
No formal educational credential,26989.0,8.4871,353031,High-Demand
No formal educational credential,29465.0,20.0,353041,High-Demand
No formal educational credential,25119.0,17.5439,359011,High-Demand
No formal educational credential,23902.0,8.2759,359021,High-Demand
Not reported,31960.0,7.1403,370000,High-Demand
High school diploma or equivalent,39935.0,9.8684,371011,High-Demand
High school diploma or equivalent,45902.0,5.1852,371012,High-Demand
No formal educational credential,31885.0,5.4659,372011,High-Demand
No formal educational credential,26940.0,8.9466,372012,High-Demand
No formal educational credential,32133.0,8.3333,373011,High-Demand
High school diploma or equivalent,36060.0,6.6667,373013,High-Demand
Not reported,31468.0,6.2167,390000,High-Demand
High school diploma or equivalent,42801.0,18.3333,391014,High-Demand
High school diploma or equivalent,37942.0,6.0,391022,High-Demand
High school diploma or equivalent,,11.1111,392011,High-Demand
High school diploma or equivalent,27575.0,19.7368,392021,High-Demand
Postsecondary nondegree award,,7.7922,395011,High-Demand
Postsecondary nondegree award,40681.0,8.6331,395012,High-Demand
High school diploma or equivalent,43473.0,8.3333,397010,High-Demand
High school diploma or equivalent,32422.0,6.0,399041,High-Demand
High school diploma or equivalent,80244.0,-5.1546,411012,High-Wage
No formal educational credential,34365.0,8.5106,412021,High-Demand
No formal educational credential,33417.0,6.3348,412022,High-Demand
No formal educational credential,33017.0,6.3586,412031,High-Demand
High school diploma or equivalent,48434.0,7.9422,413021,High-Demand
Bachelor's degree,89322.0,11.4286,413031,Both
High school diploma or equivalent,56717.0,2.9268,413091,High-Wage
Bachelor's degree,80067.0,5.5556,414011,Both
High school diploma or equivalent,71644.0,7.6033,414012,Both
High school diploma or equivalent,51309.0,12.0879,419021,Both
High school diploma or equivalent,39491.0,7.2368,419022,High-Demand
High school diploma or equivalent,43279.0,7.4627,419099,High-Demand
High school diploma or equivalent,39354.0,6.701,433021,High-Demand
High school diploma or equivalent,51540.0,0.0,434061,High-Wage
Associate degree,50557.0,-10.8303,434161,High-Wage
No formal educational credential,58274.0,-9.1954,435051,High-Wage
No formal educational credential,58216.0,-9.8113,435052,High-Wage
High school diploma or equivalent,53286.0,14.4144,435061,Both
High school diploma or equivalent,53904.0,-17.2932,436011,High-Wage
High school diploma or equivalent,35897.0,13.5624,436013,High-Demand
Not reported,50033.0,6.5137,470000,Both
High school diploma or equivalent,65448.0,6.0386,471011,Both
No formal educational credential,40624.0,8.7924,472061,High-Demand
High school diploma or equivalent,54932.0,7.1429,472073,Both
High school diploma or equivalent,51372.0,12.7273,472111,Both
No formal educational credential,38909.0,7.619,472141,High-Demand
High school diploma or equivalent,58765.0,7.7951,472152,Both
No formal educational credential,,7.4074,472181,High-Demand
High school diploma or equivalent,55804.0,7.1429,472221,Both
High school diploma or equivalent,61458.0,-9.2593,474011,High-Wage
High school diploma or equivalent,34039.0,8.3799,474051,High-Demand
Not reported,51734.0,9.1446,490000,Both
High school diploma or equivalent,68741.0,6.6313,491011,Both
Postsecondary nondegree award,61173.0,7.6923,492022,Both
Postsecondary nondegree award,61744.0,0.0,492094,High-Wage
High school diploma or equivalent,44684.0,5.8824,493021,High-Demand
Postsecondary nondegree award,40318.0,8.1132,493023,High-Demand
High school diploma or equivalent,,9.3023,493041,High-Demand
High school diploma or equivalent,56086.0,7.2993,493042,Both
Postsecondary nondegree award,,6.25,493052,High-Demand
Postsecondary nondegree award,50362.0,12.6394,499021,Both
High school diploma or equivalent,61733.0,29.0076,499041,Both
High school diploma or equivalent,55031.0,14.5098,499043,Both
High school diploma or equivalent,74834.0,2.1277,499051,High-Wage
High school diploma or equivalent,63698.0,8.6207,499052,Both
High school diploma or equivalent,46888.0,8.9799,499071,High-Demand
High school diploma or equivalent,32609.0,6.6667,499098,High-Demand
High school diploma or equivalent,53682.0,2.8986,499099,High-Wage
Not reported,43855.0,8.8101,510000,High-Demand
High school diploma or equivalent,66328.0,12.0036,511011,Both
High school diploma or equivalent,40456.0,27.1676,512028,High-Demand
High school diploma or equivalent,40110.0,13.5412,512090,High-Demand
High school diploma or equivalent,,8.7786,513092,High-Demand
No formal educational credential,35121.0,10.7143,513099,High-Demand
High school diploma or equivalent,40383.0,6.9264,514021,High-Demand
High school diploma or equivalent,50859.0,12.5561,514041,Both
High school diploma or equivalent,42876.0,6.5327,514072,High-Demand
High school diploma or equivalent,39509.0,14.4385,514081,High-Demand
Postsecondary nondegree award,58890.0,6.383,514111,Both
High school diploma or equivalent,46322.0,19.2144,514121,High-Demand
High school diploma or equivalent,40319.0,10.5263,517011,High-Demand
High school diploma or equivalent,,9.7345,517021,High-Demand
High school diploma or equivalent,59889.0,-10.0,518092,High-Wage
High school diploma or equivalent,58329.0,1.5267,519011,High-Wage
High school diploma or equivalent,54693.0,2.1084,519012,High-Wage
High school diploma or equivalent,42639.0,8.4722,519061,High-Demand
High school diploma or equivalent,40187.0,19.2593,519124,High-Demand
Not reported,39879.0,9.1958,530000,High-Demand
