education_required,mean_annual_wage,percent_change,occupation,job_type
Doctoral or professional degree,227161.0,0.0,291221,High-Wage
Doctoral or professional degree,213971.0,11.5385,291223,Both
Doctoral or professional degree,428542.0,3.5714,291229,High-Wage
Associate degree,64639.0,7.438,291292,Both
Bachelor's degree,53784.0,3.9164,292010,High-Wage
Associate degree,68867.0,15.9091,292032,Both
Associate degree,59340.0,2.1739,292034,High-Wage
Associate degree,65578.0,4.3478,292035,High-Wage
Postsecondary nondegree award,31733.0,5.5394,292042,High-Demand
Postsecondary nondegree award,44938.0,5.53,292043,High-Demand
High school diploma or equivalent,32598.0,6.8935,292052,High-Demand
Associate degree,30082.0,29.6296,292056,High-Demand
Postsecondary nondegree award,36767.0,11.8644,292057,High-Demand
Postsecondary nondegree award,50184.0,4.5365,292061,High-Wage
Postsecondary nondegree award,36959.0,6.6421,292072,High-Demand
Postsecondary nondegree award,45346.0,7.4324,292099,High-Demand
Associate degree,38306.0,19.4444,299021,High-Demand
Postsecondary nondegree award,73236.0,0.0,299099,High-Wage
Not reported,31942.0,13.1347,310000,High-Demand
High school diploma or equivalent,27578.0,24.2268,311120,High-Demand
Associate degree,53327.0,23.3533,312021,Both
Postsecondary nondegree award,43482.0,18.75,319011,High-Demand
Postsecondary nondegree award,35946.0,6.5217,319091,High-Demand
Postsecondary nondegree award,33415.0,13.0199,319092,High-Demand
High school diploma or equivalent,34729.0,5.0,319093,High-Demand
High school diploma or equivalent,30026.0,28.8462,319096,High-Demand
High school diploma or equivalent,62535.0,3.3708,331012,High-Wage
Postsecondary nondegree award,50952.0,4.4444,331021,High-Wage
High school diploma or equivalent,,5.5556,331099,High-Demand
No formal educational credential,,7.1429,339092,High-Demand
High school diploma or equivalent,38032.0,9.2486,351011,High-Demand
High school diploma or equivalent,32130.0,12.3066,351012,High-Demand
No formal educational credential,27275.0,31.4286,352014,High-Demand
No formal educational credential,21979.0,10.5466,353023,High-Demand
No formal educational credential,23396.0,9.2105,359011,High-Demand
No formal educational credential,34600.0,5.8275,373011,High-Demand
High school diploma or equivalent,33395.0,6.8627,391014,High-Demand
High school diploma or equivalent,35844.0,7.5,391022,High-Demand
High school diploma or equivalent,26622.0,19.3277,392021,High-Demand
High school diploma or equivalent,30054.0,6.0,394021,High-Demand
Postsecondary nondegree award,38235.0,9.0,395012,High-Demand
High school diploma or equivalent,,13.0435,399031,High-Demand
High school diploma or equivalent,26463.0,5.618,399041,High-Demand
High school diploma or equivalent,27011.0,10.0,399099,High-Demand
High school diploma or equivalent,72883.0,-6.1728,411012,High-Wage
High school diploma or equivalent,40950.0,10.7692,413021,High-Demand
High school diploma or equivalent,56151.0,3.7234,413091,High-Wage
Bachelor's degree,81256.0,1.087,414011,High-Wage
High school diploma or equivalent,59187.0,1.6529,414012,High-Wage
High school diploma or equivalent,34171.0,7.6923,419099,High-Demand
High school diploma or equivalent,22853.0,8.0882,434081,High-Demand
No formal educational credential,57369.0,-10.9155,435051,High-Wage
No formal educational credential,57266.0,-10.6667,435052,High-Wage
High school diploma or equivalent,52521.0,6.6667,435061,Both
High school diploma or equivalent,52053.0,-20.3704,436011,High-Wage
High school diploma or equivalent,31651.0,5.2498,436013,High-Demand
Not reported,50829.0,-2.1815,470000,High-Wage
High school diploma or equivalent,71697.0,-2.2764,471011,High-Wage
High school diploma or equivalent,54684.0,-1.8229,472073,High-Wage
High school diploma or equivalent,59749.0,0.2532,472111,High-Wage
High school diploma or equivalent,55612.0,5.9322,472152,Both
High school diploma or equivalent,51011.0,-1.8519,474011,High-Wage
High school diploma or equivalent,32022.0,7.967,474051,High-Demand
No formal educational credential,55152.0,-0.5168,475041,High-Wage
High school diploma or equivalent,55321.0,-30.4598,475043,High-Wage
No formal educational credential,57911.0,-18.1818,475044,High-Wage
No formal educational credential,51044.0,-14.5695,475049,High-Wage
High school diploma or equivalent,65918.0,0.8511,491011,High-Wage
Associate degree,59286.0,-5.2632,492021,High-Wage
Postsecondary nondegree award,60540.0,6.0932,492022,Both
High school diploma or equivalent,,5.8824,493041,High-Demand
High school diploma or equivalent,52183.0,0.6803,493042,High-Wage
High school diploma or equivalent,52417.0,0.0,499012,High-Wage
Postsecondary nondegree award,45210.0,8.3721,499021,High-Demand
High school diploma or equivalent,57162.0,11.1842,499041,Both
High school diploma or equivalent,54121.0,-2.963,499043,High-Wage
High school diploma or equivalent,72901.0,1.9048,499051,High-Wage
High school diploma or equivalent,55971.0,3.3613,499052,High-Wage
Associate degree,,8.0,499062,High-Demand
High school diploma or equivalent,34782.0,5.4545,499099,High-Demand
High school diploma or equivalent,56329.0,3.3816,511011,High-Wage
High school diploma or equivalent,38120.0,23.0769,512028,High-Demand
No formal educational credential,39445.0,6.0,513022,High-Demand
No formal educational credential,40531.0,6.6667,513091,High-Demand
High school diploma or equivalent,43235.0,8.7558,519111,High-Demand
Not reported,36747.0,5.4984,530000,High-Demand
High school diploma or equivalent,31452.0,11.4,533031,High-Demand
High school diploma or equivalent,39349.0,12.8739,533033,High-Demand
High school diploma or equivalent,33078.0,11.1732,533052,High-Demand
No formal educational credential,27993.0,13.2353,533053,High-Demand
No formal educational credential,,20.2487,533054,High-Demand
No formal educational credential,28626.0,11.1111,533099,High-Demand
High school diploma or equivalent,63459.0,-4.1667,537021,High-Wage
High school diploma or equivalent,29410.0,11.0218,537065,High-Demand
No formal educational credential,,7.1429,537199,High-Demand
Not reported,50606.0,2.3948,000000,High-Wage
Not reported,100506.0,6.5874,110000,Both
Bachelor's degree,241352.0,-4.0,111011,High-Wage
Bachelor's degree,92698.0,4.0806,111021,High-Wage
Bachelor's degree,102230.0,3.6364,112021,High-Wage
Bachelor's degree,120687.0,1.3378,112022,High-Wage
Bachelor's degree,97710.0,1.3889,113012,High-Wage
Bachelor's degree,98884.0,2.1739,113013,High-Wage
Bachelor's degree,126377.0,7.0175,113021,Both
Bachelor's degree,125883.0,10.7759,113031,Both
Bachelor's degree,105791.0,1.3289,113051,High-Wage
Bachelor's degree,99884.0,3.3333,113061,High-Wage
High school diploma or equivalent,99933.0,7.619,113071,Both
Bachelor's degree,117393.0,1.8519,113121,High-Wage
High school diploma or equivalent,,16.6381,119013,High-Demand
Bachelor's degree,81506.0,6.0606,119021,Both
Master's degree,93811.0,3.7234,119032,High-Wage
Bachelor's degree,76976.0,0.0,119039,High-Wage
Bachelor's degree,138591.0,0.0,119041,High-Wage
High school diploma or equivalent,59998.0,3.0303,119051,High-Wage
Bachelor's degree,97727.0,27.3632,119111,Both
High school diploma or equivalent,90522.0,-5.8824,119131,High-Wage
High school diploma or equivalent,48121.0,6.0606,119141,High-Demand
Bachelor's degree,72094.0,13.6364,119151,Both
Bachelor's degree,101934.0,0.8658,119199,High-Wage
Not reported,69474.0,2.3734,130000,High-Wage
Bachelor's degree,67511.0,-6.383,131020,High-Wage
High school diploma or equivalent,73578.0,-8.5714,131031,High-Wage
Bachelor's degree,63616.0,0.8403,131041,High-Wage
Bachelor's degree,62813.0,-1.0417,131051,High-Wage
Bachelor's degree,63361.0,2.8481,131071,High-Wage
Bachelor's degree,67445.0,14.1176,131081,Both
Bachelor's degree,83249.0,2.5455,131082,High-Wage
Bachelor's degree,88406.0,2.1739,131111,High-Wage
Bachelor's degree,51570.0,0.0,131121,High-Wage
Bachelor's degree,49624.0,5.8824,131131,High-Demand
Bachelor's degree,57241.0,2.3622,131151,High-Wage
Bachelor's degree,59939.0,10.177,131161,Both
Bachelor's degree,63353.0,5.9603,131199,Both
Bachelor's degree,73971.0,2.1176,132011,High-Wage
Bachelor's degree,83808.0,-6.6667,132041,High-Wage
Bachelor's degree,84682.0,1.7857,132051,High-Wage
Bachelor's degree,107479.0,14.2857,132052,Both
Bachelor's degree,68728.0,5.3333,132054,Both
Bachelor's degree,,21.4286,132061,High-Demand
Bachelor's degree,70484.0,0.3344,132072,High-Wage
Bachelor's degree,74376.0,6.6667,132099,Both
Not reported,74167.0,5.8296,150000,Both
Bachelor's degree,84329.0,5.6452,151211,Both
Bachelor's degree,102707.0,25.0,151212,Both
Associate degree,59922.0,1.8182,151231,High-Wage
"Some college, no degree",52921.0,0.0,151232,High-Wage
Bachelor's degree,61566.0,0.0,151242,High-Wage
Bachelor's degree,68950.0,0.0,151244,High-Wage
Bachelor's degree,83044.0,-13.7931,151251,High-Wage
Bachelor's degree,85323.0,19.2661,151252,Both
Bachelor's degree,68250.0,2.7027,151253,High-Wage
Bachelor's degree,95283.0,10.7143,151299,Both
Bachelor's degree,85526.0,32.1429,152051,Both
Not reported,79452.0,3.4622,170000,High-Wage
Bachelor's degree,89313.0,-7.1429,171011,High-Wage
Bachelor's degree,68549.0,3.4483,171022,High-Wage
Bachelor's degree,93658.0,1.2987,172051,High-Wage
Bachelor's degree,94135.0,0.0,172071,High-Wage
Bachelor's degree,95803.0,0.0,172081,High-Wage
Bachelor's degree,87793.0,0.0,172111,High-Wage
Bachelor's degree,90651.0,10.1562,172112,Both
Bachelor's degree,100134.0,5.3571,172131,Both
Bachelor's degree,95935.0,7.0588,172141,Both
Bachelor's degree,90311.0,6.8966,172199,Both
Associate degree,53528.0,0.0,173011,High-Wage
Associate degree,59916.0,-7.4074,173013,High-Wage
Associate degree,69789.0,3.6145,173023,High-Wage
Associate degree,60068.0,-11.7647,173025,High-Wage
Associate degree,59893.0,0.9804,173026,High-Wage
High school diploma or equivalent,52979.0,0.0,173031,High-Wage
Not reported,67628.0,4.3796,190000,High-Wage
Bachelor's degree,77633.0,3.9216,191012,High-Wage
Bachelor's degree,82055.0,5.2632,192031,Both
Bachelor's degree,73486.0,6.0606,192041,Both
Associate degree,,15.3846,194012,High-Demand
Associate degree,51980.0,4.2553,194013,High-Wage
Associate degree,57280.0,-2.5,194031,High-Wage
Associate degree,58629.0,0.0,194042,High-Wage
Bachelor's degree,75248.0,9.7345,195011,Both
High school diploma or equivalent,51708.0,-6.6667,195012,High-Wage
Not reported,50057.0,10.1438,210000,Both
Master's degree,53774.0,7.1429,211012,Both
Master's degree,36008.0,9.6774,211015,High-Demand
Bachelor's degree,63318.0,24.3636,211018,Both
Master's degree,58740.0,3.4483,211022,High-Wage
Master's degree,51737.0,14.2857,211023,Both
High school diploma or equivalent,33044.0,12.8631,211093,High-Demand
High school diploma or equivalent,49101.0,16.6667,211094,High-Demand
Not reported,81115.0,0.2475,230000,High-Wage
Doctoral or professional degree,99960.0,2.1277,231011,High-Wage
Doctoral or professional degree,128608.0,6.6667,231023,Both
Not reported,50282.0,3.1441,250000,High-Wage
Doctoral or professional degree,54919.0,5.2632,251022,Both
Doctoral or professional degree,62423.0,25.0,251071,Both
Doctoral or professional degree,,9.0909,251081,High-Demand
Master's degree,55009.0,8.3333,251121,Both
Associate degree,42042.0,6.5217,252011,High-Demand
Bachelor's degree,56688.0,3.7594,252012,High-Wage
Bachelor's degree,55141.0,2.7845,252021,High-Wage
Bachelor's degree,56181.0,3.3573,252022,High-Wage
Bachelor's degree,59870.0,3.1915,252031,High-Wage
Bachelor's degree,54300.0,1.8405,252052,High-Wage
Bachelor's degree,53218.0,2.1978,252057,High-Wage
Bachelor's degree,57599.0,3.3898,252058,High-Wage
Master's degree,60690.0,2.8037,254022,High-Wage
Bachelor's degree,64339.0,1.7544,273031,High-Wage
Bachelor's degree,74670.0,4.1667,273091,High-Wage
Postsecondary nondegree award,29092.0,7.1429,274011,High-Demand
Not reported,87336.0,7.2102,290000,Both
Doctoral or professional degree,86964.0,7.1429,291011,Both
Doctoral or professional degree,187062.0,4.4776,291021,High-Wage
Bachelor's degree,65739.0,8.5106,291031,Both
Doctoral or professional degree,167116.0,10.0,291041,Both
Doctoral or professional degree,128009.0,0.4673,291051,High-Wage
Master's degree,123153.0,28.2051,291071,Both
Master's degree,86759.0,14.5631,291122,Both
Doctoral or professional degree,87899.0,17.0,291123,Both
Associate degree,99665.0,0.0,291124,High-Wage
Associate degree,64294.0,12.9032,291126,Both
Master's degree,82569.0,22.695,291127,Both
Bachelor's degree,87015.0,10.8696,291129,Both
Doctoral or professional degree,95789.0,15.6863,291131,Both
Bachelor's degree,77455.0,4.6632,291141,High-Wage
Master's degree,117695.0,44.0678,291171,Both
Doctoral or professional degree,266033.0,3.5088,291215,High-Wage
Doctoral or professional degree,334797.0,4.1667,291216,High-Wage
Doctoral or professional degree,430988.0,0.0,291249,High-Wage
Associate degree,71226.0,6.4,291292,Both
Bachelor's degree,55167.0,3.8911,292010,High-Wage
Associate degree,81682.0,14.2857,292032,Both
Associate degree,61116.0,1.7045,292034,High-Wage
Postsecondary nondegree award,35981.0,5.036,292042,High-Demand
Postsecondary nondegree award,55552.0,5.0,292055,Both
Associate degree,33405.0,16.6667,292056,High-Demand
Postsecondary nondegree award,,14.2857,292057,High-Demand
Postsecondary nondegree award,55994.0,4.0169,292061,High-Wage
Postsecondary nondegree award,44418.0,6.6667,292072,High-Demand
High school diploma or equivalent,40106.0,5.7692,292081,High-Demand
Postsecondary nondegree award,56431.0,5.3763,292099,Both
Postsecondary nondegree award,,7.6923,299093,High-Demand
Not reported,35680.0,14.206,310000,High-Demand
High school diploma or equivalent,32590.0,23.9972,311120,High-Demand
Associate degree,64185.0,33.3333,312011,Both
Associate degree,61578.0,27.4194,312021,Both
Postsecondary nondegree award,38151.0,7.7778,319091,High-Demand
Postsecondary nondegree award,35719.0,13.8716,319092,High-Demand
High school diploma or equivalent,32361.0,15.625,319096,High-Demand
Postsecondary nondegree award,37922.0,7.4074,319097,High-Demand
High school diploma or equivalent,67217.0,2.1978,331012,High-Wage
Postsecondary nondegree award,58124.0,2.8986,331021,High-Wage
High school diploma or equivalent,65410.0,7.6923,333021,Both
High school diploma or equivalent,50799.0,2.8674,333051,High-Wage
High school diploma or equivalent,,13.3333,339011,High-Demand
High school diploma or equivalent,36281.0,6.25,339099,High-Demand
Not reported,27899.0,5.7314,350000,High-Demand
High school diploma or equivalent,47770.0,11.5385,351011,High-Demand
High school diploma or equivalent,36179.0,12.1481,351012,High-Demand
No formal educational credential,29654.0,30.9878,352014,High-Demand
No formal educational credential,24740.0,10.3106,353023,High-Demand
No formal educational credential,24320.0,8.0321,359031,High-Demand
High school diploma or equivalent,50202.0,4.2373,371012,High-Wage
High school diploma or equivalent,41015.0,6.8966,372021,High-Demand
No formal educational credential,32729.0,6.015,373011,High-Demand
Not reported,29869.0,6.6378,390000,High-Demand
High school diploma or equivalent,43504.0,6.8966,391022,High-Demand
High school diploma or equivalent,25884.0,6.4516,399032,High-Demand
High school diploma or equivalent,24852.0,9.3458,399041,High-Demand
High school diploma or equivalent,77977.0,-6.0976,411012,High-Wage
High school diploma or equivalent,59695.0,7.9832,413021,Both
Bachelor's degree,95323.0,6.1798,413031,Both
High school diploma or equivalent,60704.0,0.9868,413091,High-Wage
Bachelor's degree,76292.0,0.0,414011,High-Wage
High school diploma or equivalent,65640.0,0.4847,414012,High-Wage
High school diploma or equivalent,64882.0,1.3986,419022,High-Wage
High school diploma or equivalent,40364.0,5.5556,419099,High-Demand
High school diploma or equivalent,50640.0,0.0,434061,High-Wage
No formal educational credential,58601.0,-8.0645,435051,High-Wage
No formal educational credential,57676.0,-6.7138,435052,High-Wage
High school diploma or equivalent,57878.0,1.8349,435061,High-Wage
High school diploma or equivalent,57100.0,-20.1835,436011,High-Wage
High school diploma or equivalent,37319.0,5.3691,436013,High-Demand
Not reported,41225.0,12.63,450000,High-Demand
High school diploma or equivalent,61112.0,17.1429,451011,Both
Bachelor's degree,52398.0,0.0,452011,High-Wage
No formal educational credential,37452.0,22.6087,452092,High-Demand
